,deformation from 1.0 in percentage : 20,deformation from 1.0 in percentage : 40,deformation from 1.0 in percentage : 60,deformation from 1.0 in percentage : 80,deformation from 1.0 in percentage : 100,deformation from 1.0 in percentage : 120,deformation from 1.0 in percentage : 140,deformation from 1.0 in percentage : 160,deformation from 1.0 in percentage : 180,deformation from 1.0 in percentage : 200,deformation from 1.0 in percentage : 220,deformation from 1.0 in percentage : 240,deformation from 1.0 in percentage : 260,deformation from 1.0 in percentage : 280,deformation from 1.0 in percentage : 300,deformation from 1.0 in percentage : 320,deformation from 1.0 in percentage : 340,deformation from 1.0 in percentage : 360,deformation from 1.0 in percentage : 380,deformation from 1.0 in percentage : 400,deformation from 1.0 in percentage : 420,deformation from 1.0 in percentage : 440,deformation from 1.0 in percentage : 460,deformation from 1.0 in percentage : 480,deformation from 1.0 in percentage : 500
0,"[(-2.2077479705842147, 2.78127158004155), (-0.778078640144739, 1.088549350464575), (-0.6168084009797441, 0.791775837085583), ((-0.3966640585060454+0j), (0.4724739424568225+0j)), ((-0.29261116383959634+0j), (0.33986730062258935+0j)), ((-0.2187790144065818+0j), (0.24742678583377706+0j))]","[(-2.309211246482909, 2.610036344315291), (-0.8100255824236111, 0.9516920479166903), (-0.6428375160971728, 0.732675364238339), ((-0.41002745082487313+0j), (0.4494080494203469+0j)), (-0.3011515546469373, 0.32578287025022834), ((-0.22429128608143223+0j), (0.23931844576466077+0j))]","[(-2.344006742953734, 2.5627111723004465), (-0.822244856491811, 0.9223388589008454), (-0.6522730934627524, 0.7173046870693267), ((-0.4145734736285313+0j), (0.44315833889032075+0j)), (-0.3040330159545441, 0.32192230557312007), (-0.2261108962076775, 0.2370378135715888)]","[(-2.359776618516271, 2.5431429093276616), ((-0.828111787283013+0j), (0.9112680022703931+0j)), (-0.6566560737955124, 0.7111026318834754), ((-0.41662744568319393+0j), (0.44058263946364645+0j)), ((-0.3053304058725158+0j), (0.32032510203035414+0j)), ((-0.22692234665182043+0j), (0.23608474729887524+0j))]","[(-2.3675735283087906, 2.5342401949754563), (-0.8311553193675187, 0.906539680297073), ((-0.6588666517351955+0j), (0.7083355549685265+0j)), ((-0.41763890965625367+0j), (0.43940954113025704+0j)), ((-0.3059675172215743+0j), (0.31959548230132767+0j)), ((-0.22731741743674666+0j), (0.23564558328088342+0j))]","[(-2.371311484012554, 2.530595600863178), (-0.8327178122508818, 0.9048167918284883), (-0.6599584063130557, 0.7072455916149402), ((-0.4181195755755677+0j), (0.4389256607006831+0j)), ((-0.3062689865021013+0j), (0.3192927961764531+0j)), ((-0.2275016083418957+0j), (0.23546019148118755+0j))]","[(-2.3727252266240164, 2.5299626011053835), ((-0.833420699877287+0j), (0.9048122914051296+0j)), (-0.6604068902645969, 0.707116365890821), (-0.41829597135404034, 0.4388356198509971), ((-0.306378164981699+0j), (0.3192340452996436+0j)), ((-0.22756505782106215+0j), (0.23541974312468494+0j))]","[(-2.3727005953235527, 2.5312419493240395), ((-0.8335901908475929+0j), (0.9059316185998637+0j)), (-0.6604576753585037, 0.7076023109486105), ((-0.4182837154373866+0j), (0.4389951852029854+0j)), (-0.3063681055451568, 0.3193296770197532), ((-0.22755351004685892+0j), (0.23547070384329727+0j))]","[(-2.3717365767311147, 2.5338331829599556), (-0.8334132086882926, 0.9078680384116103), (-0.6602500480128352, 0.7085170065884409), (-0.41814792425762015, 0.43932569825669665), (-0.3062799124857092, 0.3195307591421056), ((-0.22749263539473336+0j), (0.23558369684258645+0j))]","[(-2.37013525747638, 2.5373812797822852), ((-0.8330039949632226+0j), (0.9104525772789078+0j)), (-0.6598686591208264, 0.7097516342248218), ((-0.4179280213076267+0j), (0.4397807306258137+0j)), (-0.3061384582484659, 0.31980835049450534), ((-0.22739794236056282+0j), (0.23574127657779326+0j))]","[(-2.3680898879050165, 2.5416634843520844), (-0.832435883200882, 0.913589498726105), ((-0.6593677409735853+0j), (0.7112389201753219+0j)), ((-0.4176492322827401+0j), (0.4403312130608276+0j)), (-0.3059596545340861, 0.32014428618268476), ((-0.22727934467642655+0j), (0.2359324456911701+0j))]","[(-2.365729578182491, 2.546533472508019), ((-0.8317577853061278+0j), (0.9172254058504915+0j)), (-0.6587835040277967, 0.7129354857267581), (-0.417328417312197, 0.4409581076515375), ((-0.3057541371123624+0j), (0.320526631367996+0j)), ((-0.22714346870156596+0j), (0.23614994157518263+0j))]","[(-2.3631436504396355, 2.551891603694491), ((-0.8310033306765789+0j), (0.9213331740787827+0j)), ((-0.6581409365146209+0j), (0.7148125014448464+0j)), (-0.41697724784486623, 0.44164850773630554), ((-0.30552927115613415+0j), (0.32094725913805483+0j)), ((-0.2269949061014923+0j), (0.23638878717120781+0j))]","[(-2.3603956872266347, 2.557668068412843), (-0.8301962107276292, 0.9259030207927433), (-0.6574577480602258, 0.7168504182392107), ((-0.4166040390492582+0j), (0.44239343059179465+0j)), ((-0.305290307058049+0j), (0.3214004783934979+0j)), ((-0.22683693444583394+0j), (0.23664546834598604+0j))]","[(-2.357532026905664, 2.563812848488664), (-0.8293534454037211, 0.9309372453184516), ((-0.656746764761779+0j), (0.7190358399585239+0j)), ((-0.41621485775585115+0j), (0.4431865038894882+0j)), ((-0.3050410788715832+0j), (0.3218822165572253+0j)), ((-0.22667195195581352+0j), (0.23691744304835133+0j))]","[(-2.3545871082213683, 2.5702894793206514), ((-0.8284874549321165+0j), (0.9364469489221028+0j)), ((-0.6560174411989618+0j), (0.7213595851351968+0j)), ((-0.4158142193958607+0j), (0.44402315072028575+0j)), ((-0.30478444344704325+0j), (0.32238951196209026+0j)), ((-0.22650175048290813+0j), (0.23720283597731548+0j))]","[(-2.3515869478183644, 2.577071033509941), (-0.8276074158062359, 0.9424498523776419), (-0.6552768469671986, 0.7238154403465298), ((-0.4154055414205661+0j), (0.4449000658569069+0j)), ((-0.3045225660170839+0j), (0.3229201872119979+0j)), ((-0.2263276928397055+0j), (0.23750024182209403+0j))]","[(-2.3485514696036325, 2.584137454047585), ((-0.826720172592869+0j), (0.948968721332396+0j)), (-0.6545303289078189, 0.7263993318992689), ((-0.4149914469795868+0j), (0.44581486895999134+0j)), (-0.30425711140907613, 0.32347263251842673), ((-0.2261508314213798+0j), (0.2378085945634473+0j))]","[(-2.3454961050084844, 2.591473735445844), ((-0.8258308655790543+0j), (0.9560301123754582+0j)), ((-0.6537819667704869+0j), (0.7291087591526433+0j)), ((-0.4145739735181403+0j), (0.44676586900037524+0j)), ((-0.3039893753581967+0j), (0.3240456581584926+0j)), ((-0.22597198960561735+0j), (0.23812707834088634+0j))]","[(-2.342432917078075, 2.599068653472706), (-0.8249433717292757, 0.9636632643862799), ((-0.6530348936152371+0j), (0.7319423962675625+0j)), ((-0.41415471928207725+0j), (0.44775190069353926+0j)), ((-0.30372037671738505+0j), (0.3246383916719048+0j)), ((-0.2257918188775121+0j), (0.2384550652486897+0j))]","[(-2.339371405779567, 2.6069138590669603), (-0.824060620086408, 0.9718990268810147), ((-0.6522915254613474+0j), (0.7348998051172018+0j)), ((-0.4137349482577542+0j), (0.4487722088051906+0j)), ((-0.30345092349922814+0j), (0.3252502047729683+0j)), ((-0.2256108397232451+0j), (0.2387920710324567+0j))]","[(-2.3363190951488453, 2.6150032195717525), ((-0.8231848209628809+0j), (0.9807687627168845+0j)), ((-0.6515537287124498+0j), (0.7379812231737457+0j)), ((-0.413315666669088+0j), (0.44982636503968326+0j)), ((-0.3031816610158096+0j), (0.32588066045611025+0j)), ((-0.2254294714279394+0j), (0.23913772295937663+0j))]","[(-2.3332819681676917, 2.623332331362319), ((-0.822317634835537+0j), (0.9903031983169834+0j)), ((-0.6508229440846338+0j), (0.7411874029362001+0j)), ((-0.4128976796246641+0j), (0.450914207585646+0j)), ((-0.30291310752752704+0j), (0.32652947410774696+0j)), ((-0.22524805413661564+0j), (0.23949173613790423+0j))]","[(-2.330264793461119, 2.631898153426395), ((-0.8214602983657888+0j), (1.0005312259625712+0j)), ((-0.6501002795944825+0j), (0.7445194873933028+0j)), ((-0.4124816336642752+0j), (0.4520357967305683+0j)), ((-0.3026456810205434+0j), (0.3271964845126944+0j)), ((-0.225066865423265+0j), (0.23985389581052144+0j))]","[(-2.327271373896221, 2.640698727706074), (-0.8206137194770948, 1.011478691133303), ((-0.6493865811899828+0j), (0.7479789110728945+0j)), ((-0.4120680491273702+0j), (0.45319138208352905+0j)), ((-0.3023797195814836+0j), (0.3278816319668362+0j)), ((-0.22488613289829085+0j), (0.24022404393944194+0j))]"
1,"[27.812715800415514, 73.84874994884717, 249.16786486648815, 537.6315183702947, 1153.4588913904292, 2153.0632564033]","[14.300923665999013, 50.61034700058618, 202.18616207760437, 472.8270438943778, 1036.0061876661305, 1947.5654721936937]","[16.11024849590697, 49.85907074717498, 203.6277363747329, 477.15981061196885, 1043.7650402336849, 1959.810109195853]","[16.065299248895638, 48.049052371125896, 197.94255334413748, 464.8815690791227, 1016.1464336210659, 1906.6173335212288]","[15.205441169852744, 45.115008129813496, 187.4255713449106, 440.7598698878976, 962.9031350784277, 1805.672433661804]","[18.220288326214856, 54.035119882615845, 223.48209918132213, 525.5232763570294, 1148.66854680759, 2155.4502692183996]","[21.251685849285213, 63.04065964001586, 260.03614713238323, 611.1197290294433, 1335.8530550353212, 2507.2746263903045]","[24.299922713510757, 72.13559556452171, 296.9511364464276, 697.3341331988669, 1524.1597948357899, 2860.773036318213]","[27.365398375967562, 81.32600776677282, 334.1825977186051, 784.0742018301677, 1713.4454467834255, 3215.7473638054794]","[30.448575357387405, 90.61947605489726, 371.71611974665734, 871.296098330336, 1903.6346773115058, 3572.0826874502945]","[33.5499579934475, 100.02487130782207, 409.5499422936615, 958.9789681538504, 2094.68758818377, 3929.710598610662]","[36.6700820041154, 109.55230984242627, 447.6886733962279, 1047.1143310957164, 2286.5847832375453, 4288.591090660542]","[39.80950901763403, 119.21318151848136, 486.14061196633094, 1135.7010412137372, 2479.3196578190887, 4648.702542982087]","[42.968823549335745, 129.0202128063777, 524.916465352759, 1224.7426579752869, 2672.894085694499, 5010.035780499435]","[46.148631272795825, 138.98754451804544, 564.028679753606, 1314.2459783802349, 2867.3158632527106, 5372.5903774466215]","[49.34955800295652, 149.1308107326622, 603.4910665262669, 1404.2201752823787, 3062.597128034255, 5736.372273358699]","[52.5722490836028, 159.46720755707713, 643.318581850661, 1494.6762733485198, 3258.7533472112063, 6101.392190833878]","[55.81736900742805, 170.0155404446858, 683.5271900814809, 1585.626823402751, 3455.8026541879653, 6467.664560490173]","[59.085601168165105, 180.79623812662854, 724.1337743193723, 1677.0856988347568, 3653.765405644963, 6835.2067761915305]","[62.37764768334492, 191.83132057911678, 765.1560739510584, 1769.0679702977127, 3852.6638825800183, 7204.038670786253]","[65.69422924848715, 203.14430851592613, 806.6126373159516, 1861.5898326296387, 4052.522088028166, 7574.182142379315]","[69.03608499669437, 214.76006326753748, 848.5227822438455, 1954.6685679923694, 4253.365611316988, 7945.660885455691]","[72.40397234560005, 226.70454911657706, 890.9065598301704, 2048.322535155537, 4455.221539168713, 8318.500196396897]","[75.79866681868006, 239.0045155193654, 933.784718384522, 2142.571178467343, 4658.118400495221, 8692.726832692975]","[79.2209618311824, 251.6871040805301, 977.1786654735183, 2237.4350523244398, 4862.086135916156, 9068.36891154763]"
2,"[1.0, 4.999999999999996, 22.457368744796703, 38.58592954685423, 64.25990123223484, 85.19886647245966]","[1.0, 4.999999999999996, 12.982621840118066, 22.36072581125407, 39.92954837633261, 58.3764139699929]","[1.0, 4.999999999999992, 10.99529880178414, 19.131926133659505, 32.253077941939246, 47.35224133996039]","[1.0, 4.999999999999994, 10.038300777592303, 17.530154965564087, 28.085738828957545, 40.90888613206753]","[1.0, 4.999999999999998, 9.799821435761931, 17.13321527788407, 27.02688785037514, 39.13992562405142]","[1.0, 4.9999999999999964, 9.93372957448225, 17.334517242353307, 27.55350672121947, 39.94295850684574]","[1.0, 4.999999999999994, 10.191997510941475, 17.70848127833838, 28.499719396142805, 41.28324767585549]","[1.0, 4.999999999999999, 10.459996856680732, 18.093587679961026, 29.428916580204728, 42.549672013009186]","[1.0, 4.999999999999998, 10.70487849192533, 18.452053638684376, 30.24548272346417, 43.65037454153394]","[1.0, 4.999999999999999, 10.92388090225593, 18.787939600161145, 30.95519927758384, 44.60943298087111]","[1.0, 4.999999999999994, 11.122536882973044, 19.119445205343673, 31.58611346407983, 45.470127283003535]","[1.0, 4.999999999999997, 11.438007093856521, 19.47142750453189, 32.167340473977255, 46.273162196338]","[1.0, 4.999999999999995, 11.997709402543988, 19.872989211876142, 32.72417942894916, 47.052343404810806]","[1.0, 4.999999999999995, 12.487943263045853, 20.352120357715506, 33.27726182630497, 47.834044190825296]","[1.0, 4.999999999999996, 12.91737275183166, 20.923422218804863, 33.842346163414376, 48.63725753556015]","[1.0, 4.999999999999994, 13.294016711278369, 21.57686475852159, 34.43006606988842, 49.473935170670295]","[1.0, 4.999999999999996, 13.625037742705166, 22.28243796867052, 35.04587585833058, 50.35006875323928]","[1.0, 5.000000000000001, 13.91670114686221, 23.006509665216726, 35.87773695087918, 51.267702332647495]","[1.0, 4.999999999999997, 14.174418872968614, 23.723031326494322, 36.965772502808925, 52.22740163540571]","[1.0, 4.999999999999998, 14.402831218042005, 24.415503484333225, 38.09286235268615, 53.2303479680102]","[1.0, 4.999999999999993, 14.605900694127016, 25.074811890219397, 39.25485922235904, 54.27943424978533]","[1.0, 4.999999999999993, 14.787004848208806, 25.696668036369942, 40.44062822111835, 55.37920324168721]","[1.0, 4.999999999999993, 14.94902176868436, 26.279724325492165, 41.635901560074664, 56.53482771229354]","[1.0, 4.999999999999996, 15.094405825061646, 26.824362057716453, 42.8265242397089, 57.75052958218214]","[1.0, 4.999999999999998, 15.225253202124021, 27.331945424384486, 44.0003379613396, 59.027950745976554]"
3,"[75.0, 171.99109084262543, 553.6949578688814, 914.9008133053644, 1728.1406749510968, 2537.3624573151433]","[18.75, 42.99777271065626, 138.4237394672189, 228.72520332633985, 432.03516873776334, 634.3406143287658]","[8.333333333333334, 19.110121204736092, 61.52166198543025, 101.6556459228172, 192.01563055011712, 281.9291619238966]","[4.6875, 10.749443177664046, 34.605934866804475, 57.18130083158479, 108.00879218444015, 158.5851535821905]","[3.0000000000000004, 6.879643633704993, 22.147798314754855, 36.59603253221423, 69.12562699804184, 101.49449829260182]","[4.32, 9.906686832535184, 31.892829573246967, 52.69828684638837, 99.5409028771801, 146.15207754134616]","[5.8800000000000034, 13.484101522061781, 43.40968469691953, 71.72822376313971, 135.4862289161618, 198.9292166534991]","[7.679999999999998, 17.611887702284765, 56.69836368577238, 93.68584328246837, 176.96160511498712, 259.82591562905986]","[9.719999999999999, 22.290045373204155, 71.75886653980574, 118.57114540437394, 223.96703147365528, 328.84217446802853]","[12.000000000000002, 27.518574534819948, 88.59119325901942, 146.38413012885644, 276.50250799216707, 405.97799317040636]","[14.520000000000003, 33.29747518713215, 107.19534384341345, 177.1247974559165, 334.56803467052146, 491.2333717361923]","[17.28, 39.626747330140724, 127.57131829298805, 210.79314738555388, 398.1636115087211, 584.608310165386]","[20.280000000000015, 46.5063909638457, 149.71911660774282, 247.38917991776802, 467.28923850676233, 686.1028084579865]","[23.520000000000014, 53.936406088247075, 173.6387387876781, 286.9128950525595, 541.9449156646475, 795.716866613996]","[26.99999999999999, 61.916792703344875, 199.33018483279366, 329.36429278992784, 622.130642982376, 913.450484633413]","[30.71999999999999, 70.44755080913906, 226.7934547430898, 374.74337312987325, 707.8464204599479, 1039.3036625162404]","[34.680000000000014, 79.52868040562967, 256.02854851856586, 423.0501360723961, 799.0922480973629, 1173.2764002624733]","[38.879999999999995, 89.16018149281666, 287.03546615922295, 474.2845816174959, 895.8681258946217, 1315.368697872113]","[43.31999999999999, 99.3420540707, 319.81420766506034, 528.4467097651734, 998.1740538517238, 1465.5805553451662]","[48.00000000000001, 110.07429813927972, 354.3647730360781, 585.5365205154284, 1106.0100319686687, 1623.9119726816239]","[52.92000000000001, 121.356913698556, 390.6871622722755, 645.5540138682592, 1219.376060245456, 1790.362949881489]","[58.08000000000001, 133.1899007485286, 428.7813753736541, 708.4991898236676, 1338.272138682088, 1964.9334869447714]","[63.480000000000004, 145.57325928919758, 468.6474123402128, 774.3720483816517, 1462.6982672785637, 2147.62358387145]","[69.12, 158.50698932056284, 510.28527317195204, 843.1725895422154, 1592.654446034886, 2338.4332406615417]","[75.00000000000001, 171.99109084262463, 553.6949578688714, 914.900813305356, 1728.1406749510463, 2537.3624573150396]"
4,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
5,"[2, 6, 24, 33, 57, 66]","[2, 6, 27, 33, 60, 63]","[2, 6, 27, 33, 63, 63]","[2, 6, 27, 30, 57, 57]","[2, 2, 8, 8, 20, 18]","[2, 6, 27, 33, 63, 60]","[2, 6, 27, 33, 69, 60]","[2, 6, 27, 33, 72, 63]","[2, 6, 27, 33, 72, 66]","[2, 6, 27, 30, 69, 69]","[2, 6, 27, 30, 69, 69]","[2, 6, 27, 30, 72, 66]","[2, 6, 27, 30, 69, 69]","[2, 6, 27, 33, 72, 69]","[2, 6, 27, 33, 72, 66]","[2, 6, 27, 33, 72, 66]","[2, 6, 27, 33, 72, 66]","[2, 6, 27, 33, 72, 69]","[2, 6, 27, 33, 72, 72]","[2, 6, 27, 33, 72, 72]","[2, 6, 27, 33, 72, 72]","[2, 6, 27, 33, 72, 72]","[2, 6, 27, 33, 72, 72]","[2, 6, 27, 33, 72, 72]","[2, 6, 27, 30, 72, 72]"
6,"[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 1]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]"
7,"[1, 2, 8, 11, 19, 22]","[1, 2, 9, 11, 20, 21]","[1, 2, 9, 11, 21, 21]","[1, 2, 9, 10, 19, 19]","[1, 1, 4, 4, 10, 9]","[1, 2, 9, 11, 21, 20]","[1, 2, 9, 11, 23, 20]","[1, 2, 9, 11, 24, 21]","[1, 2, 9, 11, 24, 22]","[1, 2, 9, 10, 23, 23]","[1, 2, 9, 10, 23, 23]","[1, 2, 9, 10, 24, 22]","[1, 2, 9, 10, 23, 23]","[1, 2, 9, 11, 24, 23]","[1, 2, 9, 11, 24, 22]","[1, 2, 9, 11, 24, 22]","[1, 2, 9, 11, 24, 22]","[1, 2, 9, 11, 24, 23]","[1, 2, 9, 11, 24, 24]","[1, 2, 9, 11, 24, 24]","[1, 2, 9, 11, 24, 24]","[1, 2, 9, 11, 24, 24]","[1, 2, 9, 11, 24, 24]","[1, 2, 9, 11, 24, 24]","[1, 2, 9, 10, 24, 24]"
8,0.2,0.4,0.6000000000000001,0.8,1.0,1.2000000000000002,1.4000000000000001,1.6,1.8,2.0,2.2,2.4000000000000004,2.6,2.8000000000000003,3.0,3.2,3.4000000000000004,3.6,3.8000000000000003,4.0,4.2,4.4,4.6000000000000005,4.800000000000001,5.0
