,deformation from 1.0 in percentage : 10,deformation from 1.0 in percentage : 20,deformation from 1.0 in percentage : 30,deformation from 1.0 in percentage : 40,deformation from 1.0 in percentage : 50,deformation from 1.0 in percentage : 60,deformation from 1.0 in percentage : 70,deformation from 1.0 in percentage : 80,deformation from 1.0 in percentage : 90,deformation from 1.0 in percentage : 100,deformation from 1.0 in percentage : 110,deformation from 1.0 in percentage : 120,deformation from 1.0 in percentage : 130,deformation from 1.0 in percentage : 140,deformation from 1.0 in percentage : 150,deformation from 1.0 in percentage : 160,deformation from 1.0 in percentage : 170,deformation from 1.0 in percentage : 180,deformation from 1.0 in percentage : 190,deformation from 1.0 in percentage : 200,deformation from 1.0 in percentage : 210,deformation from 1.0 in percentage : 220,deformation from 1.0 in percentage : 230,deformation from 1.0 in percentage : 240,deformation from 1.0 in percentage : 250
0,"[(-1.9749951138650017, 49.99999999999998), ((-0.7033631962498397+0j), (13.832364614175168+0j)), ((-0.5714479125315475+0j), (8.235948274662814+0j)), ((-0.3581065372508735+0j), (3.5739669165373837+0j)), ((-0.26889269138215305+0j), (2.2483459240957564+0j)), ((-0.19775035224702442+0j), (1.3010543800165189+0j))]","[(-2.09118993785621, 12.500000000000007), (-0.7465309417459675, 3.491190932272996), (-0.5938980442672877, 2.080121571446167), (-0.3786657286736377, 0.9144218782248644), ((-0.2809876693854805+0j), (0.5788984295510625+0j)), ((-0.209542262977557+0j), (0.34864386556091664+0j))]","[(-2.1911590573113298, 5.555555555555558), ((-0.7751999970307165+0j), (1.6316221213571034+0j)), (-0.6146558048867712, 0.9703769563775059), (-0.39379770729857, 0.5152484353454214), ((-0.2907132199488886+0j), (0.3618479564495618+0j)), ((-0.21714936755256223+0j), (0.2574785385143377+0j))]","[(-2.2568378094794097, 3.125000000000002), (-0.793785897896824, 1.1052085000723464), (-0.6297421069008348, 0.7816562806184971), ((-0.4029809225913563+0j), (0.4662380247739858+0j)), (-0.29664067111554654, 0.3357965921067469), ((-0.22130295309557677+0j), (0.24479996482791525+0j))]","[(-2.2977612101122182, 2.635743310663451), (-0.8062801547076127, 0.9782155097961678), (-0.6399098692465255, 0.7423349611833906), (-0.4084930876054287, 0.4527647464370954), (-0.3001723673796984, 0.3277994164703725), ((-0.2236471638330574+0j), (0.24043660329207425+0j))]","[(-2.323801701989811, 2.590421151426716), (-0.8149033356601102, 0.9404779520724862), ((-0.6467306240569425+0j), (0.7264284715047908+0j)), ((-0.41193662578143514+0j), (0.4468035926333235+0j)), (-0.3023645725564598, 0.32416864040813587), (-0.22505976767365599, 0.2383592547631817)]","[(-2.3410317510942202, 2.5658366866630846), (-0.8209989514773408, 0.9241675284667954), (-0.6514043778792477, 0.7182901228577055), (-0.414192644331843, 0.4435728307633085), ((-0.30379422988298865+0j), (0.3221795144132345+0j)), (-0.22596478695588906, 0.23719285990340233)]","[(-2.3528925043296534, 2.550883834090453), (-0.8254117568331829, 0.9154083900355604), (-0.6546989821641687, 0.7135088644694384), ((-0.41573666025798134+0j), (0.44160489709067025+0j)), ((-0.30476954214617136+0j), (0.32096091435688645+0j)), ((-0.2265751819272635+0j), (0.2364678183629621+0j))]","[(-2.3613520003959962, 2.541061130950834), ((-0.8286808331332111+0j), (0.9100700993274359+0j)), (-0.6570882255903836, 0.7104368836062624), ((-0.4168339009800263+0j), (0.44031000253613445+0j)), (-0.3054610433842763, 0.3201562899545157), ((-0.22700461346728482+0j), (0.23598457004104514+0j))]","[(-2.3675735283087906, 2.5342401949754563), (-0.8311553193675187, 0.906539680297073), ((-0.6588666517351955+0j), (0.7083355549685265+0j)), ((-0.41763890965625367+0j), (0.43940954113025704+0j)), ((-0.3059675172215743+0j), (0.31959548230132767+0j)), ((-0.22731741743674666+0j), (0.23564558328088342+0j))]","[(-2.3722709989016217, 2.529300358253117), (-0.8330655074723963, 0.9040674713668567), (-0.6602214846942498, 0.7068299344764234), ((-0.41824569050369625+0j), (0.4387566568669194+0j)), (-0.3063487902578063, 0.31918822068131597), ((-0.22755194878067433+0j), (0.23539827294905863+0j))]","[(-2.375898638140164, 2.5256027380212225), (-0.8345664200333345, 0.9022612727647563), (-0.661274910567891, 0.7057117854485487), ((-0.41871370401857555+0j), (0.43826749821173583+0j)), ((-0.3066425811614727+0j), (0.31888273787826854+0j)), ((-0.2277321184801749+0j), (0.23521213313837164+0j))]","[(-2.378755107157726, 2.5227601179442596), (-0.8357646067632288, 0.9008976149465929), (-0.6621088057341472, 0.7048573168371862), ((-0.4190818878342582+0j), (0.43789116578080556+0j)), (-0.30687352814897784, 0.3186475127338806), ((-0.22787341590054355+0j), (0.2350684293217038+0j))]","[((-2.3810426359366983+0j), (2.520526100561472+0j)), ((-0.8367348010313549+0j), (0.8998406877565955+0j)), (-0.6627794207005974, 0.7041889079314069), ((-0.41937653026141675+0j), (0.4375952258287635+0j)), (-0.307058232905626, 0.31846241340328424), ((-0.22798621206782244+0j), (0.23495511799542576+0j))]","[(-2.382901779325006, 2.518737541257252), (-0.8375304365980748, 0.8990036796361487), (-0.6633262973465822, 0.7036557507943568), ((-0.41961586244340665+0j), (0.4373581774482849+0j)), ((-0.30720819092430196+0j), (0.31831407072442175+0j)), ((-0.22807765275146674+0j), (0.23486416055106052+0j))]","[(-2.3844325164485207, 2.5172827864480922), (-0.838190408294796, 0.8983287951433666), (-0.6637778182255801, 0.7032233888895557), (-0.4198128308389802, 0.43716529054364245), ((-0.30733155523857586+0j), (0.3181933130337628+0j)), ((-0.22815278610256806+0j), (0.23479001989891718+0j))]","[(-2.3857074460952044, 2.516083252983623), ((-0.8387435004264013+0j), (0.8977762442149955+0j)), (-0.6641547446874241, 0.7028677493349336), ((-0.41997682408023795+0j), (0.4370061887274641+0j)), ((-0.3074342322680846+0j), (0.3180936724263331+0j)), ((-0.2282152576123548+0j), (0.23472877845203674+0j))]","[(-2.38678026521622, 2.515082288457114), (-0.8392113419641192, 0.8973178504750514), (-0.6644725254093801, 0.7025715819783763), ((-0.4201147791198021+0j), (0.4368733857601632+0j)), (-0.30752058236084895, 0.3180104783675402), ((-0.22826775151096912+0j), (0.23467759967296523+0j))]","[(-2.3876913518535354, 2.514238190150611), (-0.8396104143656817, 0.896933176663866), (-0.6647428355198243, 0.702322252261862), ((-0.42023190785861575+0j), (0.43676136732131227+0j)), ((-0.3075938792194983+0j), (0.31794028805415253+0j)), ((-0.22831227872657128+0j), (0.23463438798284475+0j))]","[(-2.3884715239596894, 2.5135196935004522), (-0.8399534392075151, 0.8966070883684008), (-0.6649746234737541, 0.7021103278604328), ((-0.42033218542977135+0j), (0.43666599700116315+0j)), ((-0.3076566182043916+0j), (0.31788051739217726+0j)), ((-0.22835036928963778+0j), (0.23459756753089356+0j))]","[(-2.3891446216260794, 2.5129029772340266), (-0.8402503527262696, 0.8963281733286967), ((-0.6651748363673756+0j), (0.7019286476634354+0j)), (-0.42041868512176805, 0.4365841216305205), ((-0.3077107275594828+0j), (0.31782919552511574+0j)), ((-0.22838320367946302+0j), (0.23456593452007654+0j))]","[(-2.389729313839025, 2.512369627795241), (-0.8405090006185296, 0.8960876875793058), (-0.6653489310724999, 0.7017716931004409), ((-0.4204938124240414+0j), (0.43651330281507095+0j)), ((-0.3077577158722673+0j), (0.3177847976932504+0j)), ((-0.22841170424097165+0j), (0.23453855635882911+0j))]","[(-2.390240383961202, 2.5119052264736577), ((-0.8407356404070002+0j), (0.8958788358903839+0j)), ((-0.6655012401171279+0j), (0.7016351542251624+0j)), ((-0.42055947137198024+0j), (0.4364516304652149+0j)), (-0.3077987767905872, 0.3177461290446979), ((-0.22843659993564852+0j), (0.2345147013782653+0j))]","[(-2.3906896584287476, 2.5114983501895676), (-0.8409353094610266, 0.8956962700044644), ((-0.6656352373963882+0j), (0.7015156243216905+0j)), ((-0.4206171846167514+0j), (0.4363975908377545+0j)), (-0.3078348645533831, 0.31771224235391493), ((-0.228458472941916+0j), (0.23449378895130793+0j))]","[(-2.391086687169428, 2.5111398528063735), ((-0.8411120979133644+0j), (0.8955357321187349+0j)), ((-0.665753733726022+0j), (0.701410381171524+0j)), ((-0.4206681813295071+0j), (0.43634997157190397+0j)), ((-0.30786674925232294+0j), (0.31768237877121686+0j)), ((-0.22847779268472282+0j), (0.23447535350555837+0j))]"
1,"[299.9999999999999, 688.3838132916109, 2151.3029847725124, 3527.3960637456253, 6664.655876143007, 9817.794880579895]","[74.99999999999994, 173.74320254863252, 543.508552981036, 902.9159506302537, 1716.8761047918874, 2632.2387623946333]","[33.33333333333332, 81.19958438629689, 253.67528670078443, 509.1518518883799, 1074.0636632327464, 1945.5978424378868]","[18.750000000000004, 55.001994451653026, 204.48905953861708, 461.2153146195844, 997.9075054200287, 1851.953018526544]","[15.8144598639807, 48.682039668358925, 194.3913613149824, 448.51135738534686, 975.6019292455937, 1821.6159088989937]","[15.542526908560319, 46.803985943291806, 190.46413015373403, 443.3713218414199, 966.549599367786, 1809.0470158551027]","[15.395020119978474, 45.99227862417009, 188.62741429335958, 441.0823481501834, 962.6676999714693, 1803.8402870093503]","[15.305303004542717, 45.55636984916118, 187.74157466650323, 440.20806197027224, 961.3738122393312, 1802.4278710921728]","[15.246366785704993, 45.29070356457282, 187.39547433109632, 440.1839739571524, 961.6162997177775, 1803.2864726198416]","[15.205441169852744, 45.115008129813496, 187.4255713449106, 440.7598698878976, 962.9031350784277, 1805.672433661804]","[17.161952804331726, 50.93901385496342, 211.05741868204808, 496.61871097930117, 1085.559881321371, 2036.9432215758277]","[19.031950183455265, 56.63300131768734, 234.11437090283948, 551.1193457646419, 1205.3331471007275, 2262.9725299203396]","[20.800953359301904, 62.160077685634384, 256.49355989061615, 604.0333279530009, 1321.7158009132982, 2482.7862005071506]","[22.461135628981733, 67.50408927504968, 278.1562980543352, 655.2836508679179, 1434.5385191627856, 2696.0552440506576]","[24.009704495105055, 72.66437867376557, 299.11071349872066, 704.9026284878705, 1543.8748830804839, 2902.9143692889775]","[25.44751770119471, 77.65163825066855, 319.39754622604073, 752.9982173978268, 1649.9658858003604, 3103.8178232792825]","[26.777956922570716, 82.48465827586237, 339.0787673392853, 799.7276586586675, 1753.161004727648, 3299.4268655479223]","[28.006047041856036, 87.18781784485151, 358.22866859503375, 845.2773424835665, 1853.873206988043, 3490.523790877157]","[29.137790705756505, 91.78917667847496, 376.92704489232574, 889.847811484148, 1952.5453636235652, 3677.9476821233748]","[30.179681218621926, 96.31903456049751, 395.2541008673899, 933.6428957936313, 2049.625771504206, 3862.5475246776978]","[31.138357181505416, 100.80883978004857, 413.28675015148076, 976.8620998665115, 2145.5507994194113, 4045.1489309896333]","[32.020366218781476, 105.29034731227554, 431.0960272675466, 1019.695505956756, 2240.733023939696, 4226.531393221721]","[32.83201044312486, 109.79494917233679, 448.7453847741755, 1062.3205997266537, 2335.553551596391, 4407.4136111749485]","[33.579251727468616, 114.35312140197665, 466.2896942185324, 1104.9005460238825, 2430.3575090276036, 4588.4449791480865]","[34.26765974677412, 118.9939529477174, 483.7748054590046, 1147.583542925508, 2525.451912521043, 4770.20174283722]"
2,"[1.0, 4.999999999999998, 16.49398449596466, 33.16435046507469, 61.83453027843177, 90.83032581344497]","[1.0, 4.999999999999994, 15.22525320212403, 27.331945424384514, 44.00033796133956, 59.02795074597661]","[1.0, 4.9999999999999964, 13.519361653930424, 22.04362596184784, 34.83734937649192, 50.053459804383635]","[1.0, 4.999999999999998, 11.727097122604746, 19.664124122809834, 32.44740722283479, 46.66391197417907]","[1.0, 4.999999999999999, 10.92388090225593, 18.787939600161145, 30.95519927758384, 44.60943298087111]","[1.0, 4.999999999999995, 10.544641053484185, 18.216291601177037, 29.71425166330762, 42.93468786835496]","[1.0, 4.999999999999996, 10.231020673447127, 17.76447696085371, 28.637788926492803, 41.47337120349241]","[1.0, 4.999999999999996, 9.993185216446282, 17.421522169732114, 27.77732460461759, 40.26797471005778]","[1.0, 4.999999999999996, 9.847325797066414, 17.205972978268434, 27.218753786311808, 39.441296308301474]","[1.0, 4.999999999999998, 9.799821435761931, 17.13321527788407, 27.02688785037514, 39.13992562405142]","[1.0, 4.999999999999997, 9.842576104613611, 17.2025491896643, 27.211827290354304, 39.449015955213476]","[1.0, 4.999999999999994, 9.958622601498144, 17.395798765125587, 27.727783905256764, 40.31529357456667]","[1.0, 4.9999999999999964, 10.129529117317903, 17.684567078022006, 28.495882482653954, 41.57934050295815]","[1.0, 4.999999999999999, 10.339093022488903, 18.0391589117017, 29.431604023436357, 43.072104934503784]","[1.0, 4.999999999999994, 10.574117207914231, 18.434119696311768, 30.462574834376685, 44.66755274707679]","[1.0, 4.999999999999996, 10.824209159728843, 18.85001829855245, 31.534569199837755, 46.28546089323311]","[1.0, 4.999999999999993, 11.081433508835342, 19.273110429979003, 32.61043246598203, 47.878581492950566]","[1.0, 4.999999999999994, 11.339962166170588, 19.69426271855745, 33.66645826540674, 49.42072555963156]","[1.0, 4.9999999999999964, 11.59571698639877, 20.107824339287003, 34.6886206398326, 50.89869225266145]","[1.0, 4.999999999999995, 11.846015512952784, 20.510687863415693, 35.66951575445461, 52.30723544080446]","[1.0, 4.999999999999995, 12.089245294081357, 20.90158230528912, 36.606129728164966, 53.64597221832894]","[1.0, 4.999999999999995, 12.324586123649652, 21.280572887986562, 37.49829328193066, 54.917472353790245]","[1.0, 4.999999999999995, 12.551786832735694, 21.64872795028885, 38.34764113348046, 56.12606504771746]","[1.0, 4.999999999999991, 12.770993580151362, 22.007918467042302, 39.15692231537127, 57.277087957227906]","[1.0, 4.999999999999991, 12.982621840118028, 22.360725811254067, 39.92954837633262, 58.37641396999289]"
3,"[299.99999999999983, 687.9643633704985, 2214.779831475496, 3659.6032532214776, 6912.562699804217, 10149.449829260204]","[74.99999999999996, 171.99109084262457, 553.6949578688714, 914.9008133053538, 1728.140674951046, 2537.362457315036]","[33.33333333333332, 76.44048481894426, 246.08664794172034, 406.6225836912692, 768.0625222004642, 1127.7166476955742]","[18.74999999999999, 42.9977727106562, 138.4237394672179, 228.7252033263386, 432.03516873776107, 634.3406143287592]","[12.000000000000002, 27.518574534819948, 88.59119325901942, 146.38413012885644, 276.50250799216707, 405.97799317040636]","[8.33333333333333, 19.11012120473606, 61.521661985430114, 101.65564592281709, 192.01563055011582, 281.9291619238935]","[6.1224489795918355, 14.040089048377519, 45.199588397458875, 74.6857806779881, 141.0727081592688, 207.13162916857442]","[4.687499999999997, 10.749443177664041, 34.60593486680446, 57.18130083158463, 108.00879218444003, 158.5851535821899]","[3.703703703703703, 8.493387202104921, 27.34296088241341, 45.18028707680767, 85.34028024449594, 125.30184974395276]","[3.0000000000000004, 6.879643633704993, 22.147798314754855, 36.59603253221423, 69.12562699804184, 101.49449829260182]","[3.6299999999999994, 8.324368796783036, 26.798835960853356, 44.28119936397934, 83.6420086676304, 122.8083429340486]","[4.319999999999999, 9.906686832535177, 31.892829573247024, 52.698286846388555, 99.54090287718009, 146.1520775413488]","[5.070000000000002, 11.626597740961437, 37.429779151935705, 61.84729497944203, 116.82230962669068, 171.52570211449793]","[5.880000000000002, 13.48410152206178, 43.409684696919626, 71.72822376313988, 135.48622891616193, 198.9292166534996]","[6.749999999999999, 15.479198175836224, 49.83254620819852, 82.34107319748192, 155.53266074559374, 228.36262115835558]","[7.6800000000000015, 17.61188770228479, 56.69836368577248, 93.6858432824684, 176.9616051149876, 259.8259156290597]","[8.670000000000003, 19.882170101407407, 64.00713712964162, 105.762534018099, 199.77306202434158, 293.31910006562055]","[9.719999999999999, 22.290045373204173, 71.75886653980581, 118.57114540437387, 223.9670314736548, 328.8421744680302]","[10.829999999999997, 24.835513517675032, 79.95355191626514, 132.1116774412931, 249.54351346293137, 366.3951388362954]","[11.999999999999998, 27.518574534819944, 88.59119325901953, 146.38413012885732, 276.5025079921675, 405.97799317040557]","[13.230000000000002, 30.33922842463916, 97.67179056806901, 161.38850346706488, 304.84401506136396, 447.59073747037826]","[14.519999999999994, 33.29747518713216, 107.1953438434141, 177.1247974559168, 334.568034670524, 491.2333717361969]","[15.870000000000001, 36.393314822299395, 117.16185308505393, 193.5930120954133, 365.6745668196439, 536.9058959678651]","[17.280000000000005, 39.62674733014074, 127.57131829298807, 210.79314738555448, 398.1636115087214, 584.6083101653944]","[18.75, 42.997772710656236, 138.42373946721827, 228.72520332633889, 432.0351687377612, 634.3406143287749]"
4,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
5,"[2, 6, 27, 30, 66, 69]","[2, 6, 27, 30, 69, 72]","[2, 6, 27, 33, 69, 66]","[2, 6, 27, 30, 69, 66]","[2, 6, 27, 30, 69, 66]","[2, 6, 27, 33, 72, 66]","[2, 6, 27, 33, 69, 63]","[2, 6, 27, 33, 66, 60]","[2, 6, 27, 33, 60, 57]","[2, 2, 8, 8, 20, 18]","[2, 6, 27, 30, 57, 57]","[2, 6, 27, 30, 57, 57]","[2, 6, 27, 30, 57, 54]","[2, 6, 27, 30, 57, 57]","[2, 6, 27, 33, 60, 60]","[2, 6, 27, 33, 60, 63]","[2, 6, 27, 33, 63, 63]","[2, 6, 27, 33, 60, 66]","[2, 6, 27, 33, 63, 66]","[2, 6, 27, 33, 60, 63]","[2, 6, 27, 33, 63, 63]","[2, 6, 27, 33, 63, 63]","[2, 6, 27, 33, 60, 63]","[2, 6, 27, 33, 60, 63]","[2, 6, 27, 33, 60, 63]"
6,"[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 1]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]"
7,"[1, 2, 9, 10, 22, 23]","[1, 2, 9, 10, 23, 24]","[1, 2, 9, 11, 23, 22]","[1, 2, 9, 10, 23, 22]","[1, 2, 9, 10, 23, 22]","[1, 2, 9, 11, 24, 22]","[1, 2, 9, 11, 23, 21]","[1, 2, 9, 11, 22, 20]","[1, 2, 9, 11, 20, 19]","[1, 1, 4, 4, 10, 9]","[1, 2, 9, 10, 19, 19]","[1, 2, 9, 10, 19, 19]","[1, 2, 9, 10, 19, 18]","[1, 2, 9, 10, 19, 19]","[1, 2, 9, 11, 20, 20]","[1, 2, 9, 11, 20, 21]","[1, 2, 9, 11, 21, 21]","[1, 2, 9, 11, 20, 22]","[1, 2, 9, 11, 21, 22]","[1, 2, 9, 11, 20, 21]","[1, 2, 9, 11, 21, 21]","[1, 2, 9, 11, 21, 21]","[1, 2, 9, 11, 20, 21]","[1, 2, 9, 11, 20, 21]","[1, 2, 9, 11, 20, 21]"
8,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0,1.1,1.2000000000000002,1.3,1.4000000000000001,1.5,1.6,1.7000000000000002,1.8,1.9000000000000001,2.0,2.1,2.2,2.3000000000000003,2.4000000000000004,2.5
